Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C44,100nF,C_0402_1005Metric,165.354,-137.541,-90.0,top
C45,10nF,C_0402_1005Metric,125.4654,-110.8964,0.0,top
C46,22nF,C_0402_1005Metric,78.720537,-126.2844,180.0,top
C47,10nF,C_0402_1005Metric,106.934,-65.8622,0.0,top
C48,10nF,C_0402_1005Metric,92.6084,-65.9892,0.0,top
C49,10nF,C_0402_1005Metric,78.8644,-65.9384,0.0,top
C50,10nF,C_0402_1005Metric,78.9686,-81.4324,0.0,top
C51,22nF,C_0402_1005Metric,85.832537,-54.366374,180.0,top
C52,10nF,C_0402_1005Metric,120.7262,-66.04,0.0,top
C53,10nF,C_0402_1005Metric,91.468,-122.8344,0.0,top
C54,10nF,C_0402_1005Metric,126.4158,-124.2822,0.0,top
C55,10nF,C_0402_1005Metric,97.1604,-51.707,0.0,top
C56,10nF,C_0402_1005Metric,125.9132,-97.155,0.0,top
C57,10nF,C_0402_1005Metric,104.5718,-109.6518,0.0,top
C58,10nF,C_0402_1005Metric,119.0036,-136.4234,0.0,top
C59,10nF,C_0402_1005Metric,107.5658,-122.7164,0.0,top
C60,10nF,C_0402_1005Metric,104.8004,-81.8134,0.0,top
C61,10nF,C_0402_1005Metric,90.785,-95.6806,0.0,top
C62,10nF,C_0402_1005Metric,104.8078,-96.0882,0.0,top
C63,10nF,C_0402_1005Metric,77.0128,-94.3864,0.0,top
C64,10nF,C_0402_1005Metric,90.8506,-81.6864,0.0,top
C65,10nF,C_0402_1005Metric,91.5744,-136.4652,0.0,top
C66,10nF,C_0402_1005Metric,77.0076,-109.3052,0.0,top
C67,10nF,C_0402_1005Metric,118.6942,-80.5942,180.0,top
C68,10nF,C_0402_1005Metric,90.9574,-109.3216,0.0,top
